Category;Year;Filename;Offence/type;Cases;Offences;Attempted;Multiple;Solved;Total accused;<10;10-14;15-17;18-19;20-24;25-29;30-34;35-39;40-49;50-59;60-69;70-99;No information;Male;Female;Legal persons;No information_1;Total;Residents;Asylum I;Asylum II;Miscellaneous;No information_2
Bribery;2015;2015_swisscrime.csv;311.00.322.D0 Granting an advantage;3;3;0;2;3;10;0;0;0;0;1;1;0;1;4;2;0;0;0;8;1;1;0;0;0;0;0;0;0
Bribery;2015;2015_swisscrime.csv;311.00.322.D0 Acceptance of an advantage;4;5;0;2;5;11;0;0;0;0;1;1;0;2;4;2;0;0;0;9;1;1;0;0;0;0;0;0;0
Bribery;2015;2015_swisscrime.csv;311.00.322.F0 Bribery of foreign public officials;2;2;0;0;1;4;0;0;0;0;0;0;0;0;1;0;2;0;0;3;0;1;0;3;X;X;X;X;X
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.323.00 Failure of a debtor to comply with DEBA regulations;6895;6897;3;3423;6848;5713;0;1;7;98;783;1097;919;710;1139;679;218;62;0;4089;1624;0;0;2637;2501;36;0;100;0
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.324.00 Failure of third parties to comply with DEBA regulations;7;7;0;1;6;7;0;0;0;1;0;1;1;0;1;2;0;0;0;6;0;1;0;2;X;X;X;X;X
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.325.00 Failure to comply with accounting regulations;68;72;0;4;72;78;0;0;0;0;0;10;10;10;17;22;7;2;0;69;9;0;0;43;39;0;0;4;0
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.325 Failure to comply with regulations protecting tenants;3;3;0;0;3;4;0;0;0;0;0;0;0;0;1;0;3;0;0;2;2;0;0;1;X;X;X;X;X
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.326.B0 Contravention of the law of business;4;4;0;0;4;5;0;0;1;0;1;0;0;0;2;1;0;0;0;5;0;0;0;2;X;X;X;X;X
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.330.00 Trading in material requisitioned by the armed forces;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Contraventions of Federal Law;2015;2015_swisscrime.csv;311.00.332.00 Failure to report a find  ;756;768;0;2;192;194;0;10;26;16;36;35;15;15;23;14;4;0;0;164;30;0;0;109;53;11;1;44;0
Life and Limb;2016;2016_swisscrime.csv;311.00.111.00 Homicide (Art. 111-113/116);190;232;187;3;228;217;0;1;6;15;31;36;39;24;30;22;8;5;0;187;30;0;0;115;62;22;1;30;0
Life and Limb;2016;2016_swisscrime.csv;311.00.114.00 Homicide at the request of the victim;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2016;2016_swisscrime.csv;311.00.115.00 Inciting and assisting suicide;3;3;3;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2016;2016_swisscrime.csv;311.00.117.00 Homicide through negligence;52;55;0;0;43;46;0;0;1;0;2;5;5;6;9;13;4;1;0;36;10;0;0;14;12;0;0;2;0
Life and Limb;2016;2016_swisscrime.csv;311.00.118.00 Illegal abortion;11;11;3;0;11;11;0;0;0;0;0;3;3;2;2;0;1;0;0;8;3;0;0;7;5;1;0;1;0
Life and Limb;2016;2016_swisscrime.csv;311.00.120.00 Contraventions by physicians;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2016;2016_swisscrime.csv;311.00.122.00 Grievous bodily harm;483;573;208;12;444;529;0;9;48;45;122;77;57;39;66;42;13;9;2;485;44;0;0;273;175;52;2;43;1
Life and Limb;2016;2016_swisscrime.csv;311.00.123.00 Simply bodily harm;6621;7787;219;289;6597;6736;1;222;485;436;1051;992;811;736;1106;610;211;72;3;5669;1067;0;0;3586;2599;400;29;557;1
Life and Limb;2016;2016_swisscrime.csv;311.00.125.00 Bodily harm through negligence;678;706;5;3;526;578;0;6;17;16;37;48;54;57;112;118;70;43;0;403;175;0;0;185;146;6;0;33;0
Life and Limb;2016;2016_swisscrime.csv;311.00.126.00 Assault;10107;12162;1;2207;10846;10251;7;298;457;382;1103;1274;1387;1282;2208;1234;426;191;2;7807;2444;0;0;5246;4305;408;27;506;0
Life and Limb;2016;2016_swisscrime.csv;311.00.127.00 Endangering the life or health of another / Abandonment;11;12;0;0;8;8;0;0;0;0;0;0;1;1;4;2;0;0;0;4;4;0;0;1;X;X;X;X;X
Life and Limb;2016;2016_swisscrime.csv;311.00.128.00 Failure to offer aid in an emergency;90;97;0;2;85;123;0;4;12;9;19;20;12;6;10;21;6;4;0;109;14;0;0;51;35;3;1;12;0
Life and Limb;2016;2016_swisscrime.csv;311.00.128.A0 False alarm;125;129;0;3;86;80;0;6;8;2;13;10;7;7;15;7;4;1;0;65;15;0;0;32;24;1;0;7;0
Life and Limb;2016;2016_swisscrime.csv;311.00.129.00 Endangering life ;565;623;14;20;468;457;0;24;20;26;72;53;49;41;82;59;21;10;0;408;49;0;0;188;148;14;3;23;0
Life and Limb;2016;2016_swisscrime.csv;311.00.133.00 Participation brawl;193;904;0;3;887;850;0;12;118;120;269;118;61;55;52;29;12;3;1;783;67;0;0;482;295;107;1;79;0
Life and Limb;2016;2016_swisscrime.csv;311.00.134.00 Participation attack;564;1271;4;1;1052;985;0;52;225;182;247;116;69;33;39;13;7;0;2;896;89;0;0;503;322;107;11;63;0
Life and Limb;2016;2016_swisscrime.csv;311.00.135.00 Representations of acts of violence;59;59;0;1;59;63;0;18;13;3;6;6;7;2;6;2;0;0;0;58;5;0;0;24;21;2;0;1;0
Life and Limb;2016;2016_swisscrime.csv;311.00.136.00 Administering substances capable of causing injury to children;71;96;1;4;83;66;0;3;15;8;6;8;7;6;9;4;0;0;0;48;18;0;0;27;21;2;0;4;0
Property;2016;2016_swisscrime.csv;311.00.137.00 Unlawful appropriation, including minor offences;2683;2688;12;3;606;668;0;16;62;48;93;76;78;53;118;74;32;16;0;505;161;2;0;340;206;26;3;105;0
Property;2016;2016_swisscrime.csv;311.00.138.00 Misappropriation;2082;2184;11;87;1913;1811;0;2;18;37;133;215;205;216;443;345;134;45;2;1333;462;16;0;855;651;10;1;193;0
Property;2016;2016_swisscrime.csv;311.00.139.00 Theft (not specified);46442;46858;387;299;7265;6661;5;279;644;398;953;884;806;714;1060;603;225;78;9;4849;1809;3;0;4065;1862;364;58;1780;1
Property;2016;2016_swisscrime.csv;311.00.139.10 Burglary;36616;36970;12504;58;5557;3400;3;182;507;300;602;539;454;301;377;102;26;6;1;3089;311;0;0;2346;602;173;23;1547;1
Property;2016;2016_swisscrime.csv;311.00.139.71 Theft by secretly entering an unsecured place;9490;9569;544;74;1616;1375;1;78;203;122;211;160;191;128;174;72;25;9;1;1176;198;0;1;797;346;62;7;382;0
Property;2016;2016_swisscrime.csv;311.00.139.72 Snatch theft;1195;1200;41;0;133;141;0;1;20;16;44;25;16;8;9;1;1;0;0;127;14;0;0;95;39;11;2;43;0
Property;2016;2016_swisscrime.csv;311.00.139.74 Shoplifting;14003;14359;194;146;12261;8774;4;404;840;554;1198;1285;1074;901;1253;735;325;199;1;5737;3036;1;0;5501;1850;1217;130;2299;5
Property;2016;2016_swisscrime.csv;311.00.139.75 Pickpocketing;17943;17961;128;11;740;728;0;4;34;59;128;133;116;83;115;41;13;1;1;510;217;0;1;674;54;87;21;512;0
Property;2016;2016_swisscrime.csv;311.00.139.76 Theft by false pretences;3619;3634;137;8;582;527;0;4;30;28;82;93;84;69;86;33;15;1;2;415;112;0;0;485;30;43;9;402;1
Property;2016;2016_swisscrime.csv;311.00.139.78 Theft from a co-tenant;32;33;0;2;31;31;0;0;4;3;7;6;6;0;4;1;0;0;0;18;13;0;0;14;11;1;0;2;0
Property;2016;2016_swisscrime.csv;311.00.139.80 Vehicle larceny;8461;8580;1519;8;636;372;0;5;47;28;70;62;70;45;31;12;2;0;0;361;11;0;0;264;65;47;9;143;0
Property;2016;2016_swisscrime.csv;311.00.139.81 Vehicle theft;37245;42178;462;7;1372;1260;2;108;313;149;184;136;118;71;120;48;8;3;0;1190;70;0;0;648;347;57;6;238;0
Property;2016;2016_swisscrime.csv;311.00.139.82 Theft from/ out of a vehicle;7525;7567;299;27;763;596;3;13;80;41;102;87;102;66;63;28;6;5;0;552;44;0;0;379;130;59;14;176;0
Property;2016;2016_swisscrime.csv;311.00 140.00 Violent robbery;1749;1876;260;6;737;1057;0;45;249;149;202;151;113;56;55;26;7;3;1;973;84;0;0;632;311;98;4;219;0
Property;2016;2016_swisscrime.csv;311.00.141.00 Removal of property;531;541;2;8;460;485;0;10;21;21;42;54;49;59;98;76;39;15;0;369;115;1;0;187;147;3;0;37;0
Property;2016;2016_swisscrime.csv;311.00.141.A0 Unlawful use of financial  assets;14;14;1;0;8;8;0;0;0;0;0;1;0;0;3;2;1;0;0;4;3;1;0;2;X;X;X;X;X
Property;2016;2016_swisscrime.csv;311.00.142.00 Unlawful abstraction of energy;41;41;0;1;39;56;0;0;0;0;4;10;8;8;11;7;5;2;0;46;9;1;0;16;10;0;0;6;0
Property;2016;2016_swisscrime.csv;311.00.143.00 Unauthorised obtaining of data;971;975;27;19;196;190;0;3;3;6;23;24;26;41;25;19;5;2;11;145;43;2;0;115;36;3;0;76;0
Property;2016;2016_swisscrime.csv;311.00.143.A0 Unauthorised access to a data processing system;375;383;12;12;114;113;0;4;5;5;11;12;12;13;25;14;2;0;9;83;29;1;0;57;39;1;0;17;0
Property;2016;2016_swisscrime.csv;311.00.144.00 Criminal damage (para. 1);42939;43618;22;402;8480;7645;11;557;1188;708;1144;932;671;558;919;566;251;130;6;6550;1091;4;0;2824;1936;258;19;611;0
Property;2016;2016_swisscrime.csv;311.00.144.0Z Criminal damage plus theft;47464;47944;710;79;6992;4444;3;257;694;392;744;669;579;393;478;178;41;12;1;3984;457;3;0;2928;847;242;35;1803;1
Property;2016;2016_swisscrime.csv;311.00.144.A0 Damage to data (1/1);301;304;7;4;65;67;0;2;5;2;5;15;6;5;6;14;1;0;5;54;12;1;0;29;18;1;0;10;0
Property;2016;2016_swisscrime.csv;311.00.145.00 Misappropriation and removal of property subject to a pledge or lien;5;5;0;0;4;5;0;0;0;0;0;2;1;0;1;1;0;0;0;5;0;0;0;4;4;0;0;0;0
Property;2016;2016_swisscrime.csv;311.00.146.00 Fraud (not specified);11066;15749;5636;483;11236;4950;0;31;138;152;509;652;620;561;1052;705;261;68;104;3437;1397;97;19;2824;1718;53;6;1046;1
Property;2016;2016_swisscrime.csv;311.00.147.00 Computer fraud;4612;4788;606;979;1390;1096;0;14;73;72;150;180;164;115;169;93;24;5;27;767;319;10;0;652;272;17;3;360;0
Property;2016;2016_swisscrime.csv;311.00.148.00 Misuse of a cheque card or credit card;62;72;27;6;57;38;0;0;0;3;6;5;8;5;8;2;0;0;1;25;13;0;0;31;18;0;0;13;0
Property;2016;2016_swisscrime.csv;311.00.148.70 Unlawful claim for social insurance or social assistance benefits;16;16;0;0;16;17;0;0;0;0;1;1;1;3;2;7;2;0;0;8;9;0;0;5;5;0;0;0;0
Property;2016;2016_swisscrime.csv;311.00.149.00 Making off from a hotel, restaurant or bar without payment;467;472;1;10;423;367;0;1;6;11;37;35;48;55;86;52;31;5;0;275;92;0;0;233;73;1;2;157;0
Property;2016;2016_swisscrime.csv;311.00.150.00 Obtaining a service without payment;755;788;8;30;549;561;0;14;51;74;133;89;55;45;42;38;19;1;0;422;139;0;0;335;175;61;6;93;0
Property;2016;2016_swisscrime.csv;311.00.150.A0 Production and marketing of equipment for the unauthorised decoding of encoded services;8;8;0;0;8;9;0;0;0;0;0;1;1;1;4;1;1;0;0;9;0;0;0;3;X;X;X;X;X
Property;2016;2016_swisscrime.csv;311.00.151.00 Maliciously causing financial loss to another;163;164;9;3;61;66;0;4;2;5;8;8;7;8;12;10;2;0;0;44;22;0;0;25;21;2;0;2;0
Property;2016;2016_swisscrime.csv;311.00.152.00 False statements about commercial business;6;6;0;0;6;12;0;0;0;0;0;0;3;1;3;3;2;0;0;10;2;0;0;5;5;0;0;0;0
Property;2016;2016_swisscrime.csv;311.00.153.00 False statements to the commercial register authorities;37;78;0;0;77;56;0;0;0;0;0;1;7;8;11;14;10;1;0;44;8;4;0;25;20;0;0;5;0
Property;2016;2016_swisscrime.csv;311.00.155.00 Counterfeiting of goods;40;40;0;0;33;36;0;0;1;3;4;4;5;6;5;4;4;0;0;29;7;0;0;22;7;0;0;15;0
Property;2016;2016_swisscrime.csv;311.00.156.00 Extortion;830;865;423;41;278;345;1;16;31;21;38;38;50;36;47;40;12;5;10;282;63;0;0;212;126;14;0;72;0
Property;2016;2016_swisscrime.csv;311.00.157.00 Profiteering;146;177;5;5;161;114;0;0;0;1;12;5;23;17;22;15;8;5;0;86;22;6;0;69;38;1;0;30;0
Property;2016;2016_swisscrime.csv;311.00.158.00 Criminal mismanagement;322;355;1;19;343;364;0;0;0;1;6;28;24;48;101;92;47;14;0;297;64;3;0;143;105;0;0;38;0
Property;2016;2016_swisscrime.csv;311.00.159.00 Misuse of salary deductions;124;126;0;3;117;128;0;0;0;0;3;1;9;13;37;50;14;0;0;99;28;1;0;65;63;0;0;1;1
Property;2016;2016_swisscrime.csv;311.00.160.00 Handling stolen goods;1167;1213;18;24;1186;1288;0;72;135;101;209;200;171;122;172;79;17;6;2;1133;153;2;0;882;317;105;26;433;1
Property;2016;2016_swisscrime.csv;311.00.162.00 Breach of manufacturing or trade secrecy;35;36;0;1;32;50;0;0;0;0;3;7;5;13;13;6;3;0;0;42;8;0;0;16;12;0;0;4;0
Property;2016;2016_swisscrime.csv;311.00.163.00 Fraudulent bankruptcy and fraud against seizure;277;293;1;23;285;311;0;0;0;0;9;32;40;36;94;67;26;6;0;241;69;1;0;133;125;0;0;8;0
Property;2016;2016_swisscrime.csv;311.00.164.00 Reduction of assets to the prejudice of creditors;68;70;0;4;65;97;0;0;0;1;2;13;15;10;21;22;11;0;0;78;17;2;0;48;43;0;0;5;0
Property;2016;2016_swisscrime.csv;311.00.165.00 Mismanagement;189;196;0;6;187;219;0;0;0;0;5;21;32;30;63;38;20;6;0;189;26;4;0;97;83;0;0;14;0
Property;2016;2016_swisscrime.csv;311.00.166.00 Failure to keep proper accounts;214;217;0;9;209;236;0;0;0;0;6;24;31;28;74;46;23;3;0;205;30;1;0;129;118;0;0;11;0
Property;2016;2016_swisscrime.csv;311.00.167.00 Undue preference to creditors;25;25;0;0;23;41;0;0;0;0;0;4;7;4;13;9;3;0;0;36;4;1;0;21;19;0;0;2;0
Property;2016;2016_swisscrime.csv;311.00.168.00 Subornation in enforcement proceedings;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Property;2016;2016_swisscrime.csv;311.00.169.00 Disposal of seized assets;343;351;2;14;343;321;0;0;0;1;8;27;32;46;89;77;36;5;0;264;57;0;0;122;118;1;0;3;0
Property;2016;2016_swisscrime.csv;311.00.170.00 Obtaining a judicial composition agreement by fraud;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.173.00 Defamation;1461;1624;3;77;1391;1432;0;33;35;24;78;100;154;146;356;278;138;85;5;823;609;0;0;456;372;10;0;73;1
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.174.00 Wilful defamation;1256;1384;1;46;1174;1218;0;22;30;20;75;101;131;149;301;224;104;59;2;718;500;0;0;419;330;19;0;70;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.175.00 Defamation of a deceased person or of a missing person presumed dead;1;2;0;0;2;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00 177.00 Insult;8063;9434;3;1110;8776;8157;2;242;386;299;828;961;968;973;1681;1087;476;246;8;6112;2045;0;0;3744;2989;221;15;518;1
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.00 Breach of the privacy of a sealed document;252;254;1;14;128;95;0;2;2;1;8;11;15;9;21;13;5;8;0;60;35;0;0;29;20;0;0;9;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.A0 Listening in on and recording the conversations of others;30;31;0;2;25;22;0;1;0;0;2;2;3;3;10;1;0;0;0;17;5;0;0;13;12;0;0;1;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.B0 Unauthorised recording of conversations;68;69;1;1;63;69;0;2;1;2;5;8;10;13;16;10;2;0;0;52;17;0;0;22;16;0;0;6;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.C0 Breach of secrecy or privacy through the use of an image-carrying device;534;601;4;42;389;326;0;20;23;13;30;33;27;32;60;49;21;14;4;260;66;0;0;121;87;7;0;27;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.E0 Marketing and promotion of devices for unlawful listening or sound or image recording;55;55;0;0;37;8;0;0;0;0;0;0;3;0;2;3;0;0;0;8;0;0;0;5;2;0;0;3;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.F0 Misuse of a telecommunications installation  septies;1808;1882;2;344;1465;1365;0;56;61;44;135;184;183;155;314;166;50;17;0;1070;295;0;0;605;473;19;1;112;0
Honour and Breach of Secrecy or Privacy;2016;2016_swisscrime.csv;311.00.179.H0 Obtaining personal data without authorisation  novies;62;63;1;3;37;42;0;0;2;4;3;6;6;8;11;2;0;0;0;33;9;0;0;19;14;0;0;5;0
Offences against Liberty;2016;2016_swisscrime.csv;311.00.180.00 Threatening behaviour;9482;10462;11;1270;9588;9109;1;202;388;280;881;1176;1197;1207;2007;1153;432;172;13;7617;1492;0;0;4897;3833;360;21;682;1
Offences against Liberty;2016;2016_swisscrime.csv;311.00.181.00 Coercion;2288;2497;217;238;2227;2110;0;45;69;74;207;212;261;253;448;332;132;70;5;1766;342;2;0;903;707;51;1;144;0
Offences against Liberty;2016;2016_swisscrime.csv;311.00.181.10 Forced marriage, forced registered partnership;5;5;1;0;4;5;0;0;0;0;1;2;0;0;1;1;0;0;0;4;1;0;0;3;X;X;X;X;X
Offences against Liberty;2016;2016_swisscrime.csv;30.11.2006 Trafficking in human beings;66;125;0;4;106;97;0;0;1;1;5;20;16;14;20;9;4;1;6;64;33;0;0;82;21;1;0;59;1
Offences against Liberty;2016;2016_swisscrime.csv;311.00.183.00 False imprisonment and abduction;258;284;17;11;245;303;0;15;6;15;47;52;42;38;47;27;11;3;0;252;51;0;0;185;121;15;0;49;0
Offences against Liberty;2016;2016_swisscrime.csv;311.00.184.00 Aggravating circumstances;3;3;0;0;3;11;0;0;1;2;5;1;0;1;1;0;0;0;0;11;0;0;0;6;4;0;0;2;0
Offences against Liberty;2016;2016_swisscrime.csv;311.00.185.00 Hostage taking;4;4;0;0;4;5;0;0;0;0;2;1;0;1;0;1;0;0;0;5;0;0;0;3;X;X;X;X;X
Offences against Liberty;2016;2016_swisscrime.csv;311.00.186.00 Unlawful entry;4956;5067;9;113;3553;3448;0;119;331;257;433;438;375;328;543;348;170;106;0;2777;671;0;0;1515;764;241;32;478;0
Offences against Liberty;2016;2016_swisscrime.csv;311.00.186.0Z Unlawful entry plus theft;47268;47705;2574;137;9620;5950;4;268;692;450;917;856;807;599;845;346;113;51;2;5072;877;0;1;3782;1176;394;57;2154;1
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.187.00 Sexual acts with children;1021;1230;78;187;1010;738;4;70;52;61;88;75;65;60;138;73;33;15;4;713;25;0;0;291;214;25;2;50;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.188.00 Sexual acts with dependent persons;10;10;0;2;9;9;0;0;0;0;0;0;1;2;2;4;0;0;0;8;1;0;0;2;X;X;X;X;X
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.189.00 Indecent assault;663;702;43;126;577;544;2;50;52;24;61;63;71;52;95;50;17;6;1;531;13;0;0;306;213;35;6;52;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.190.00 Rape;580;588;83;77;468;495;0;9;34;40;70;75;61;69;88;39;7;2;1;493;2;0;0;298;190;49;2;57;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.191.00 Sexual acts with persons incapable of judgement or resistance;194;199;2;17;167;184;0;4;18;18;23;19;26;24;27;15;7;3;0;182;2;0;0;87;58;13;1;15;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.192.00 Sexual acts with persons in institutional care, prisoners or persons on remand;4;4;1;0;4;4;0;0;0;0;0;0;1;0;1;0;2;0;0;4;0;0;0;1;X;X;X;X;X
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.193.00 Exploitation of a person in a position of need or dependency;18;19;0;4;14;13;0;0;0;0;0;0;3;3;2;1;4;0;0;13;0;0;0;5;5;0;0;0;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.194.00 Indecent conduct;486;547;2;8;287;190;0;3;5;9;24;22;22;18;41;26;9;10;1;190;0;0;0;82;50;13;0;19;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.195.00 Encouraging prostitution;96;181;4;11;156;93;0;0;1;1;10;14;16;14;17;11;5;3;1;47;46;0;0;68;26;1;0;40;1
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.196.10 Sexual acts with minors against payment;12;30;7;4;30;12;0;0;0;0;2;0;3;2;2;3;0;0;0;11;1;0;0;2;X;X;X;X;X
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.197.00 Pornography;1072;1286;11;153;1146;904;1;157;128;27;72;74;60;80;140;115;40;9;1;812;92;0;0;259;218;10;1;30;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.198.00 Sexual harassment;1136;1190;7;56;789;705;0;37;34;31;85;104;76;71;110;81;44;32;0;689;16;0;0;381;238;76;6;61;0
Offences against sexual integrity;2016;2016_swisscrime.csv;311.00.199.00 Unauthorised practice of prostitution;1316;1343;0;3;1342;775;0;0;2;68;157;148;89;86;138;63;19;5;0;185;590;0;0;686;154;19;0;513;0
Offences against the family;2016;2016_swisscrime.csv;311.00.213.00 Incest;10;10;3;2;10;10;0;1;2;2;0;1;0;0;1;3;0;0;0;10;0;0;0;4;2;1;0;1;0
Offences against the family;2016;2016_swisscrime.csv;311.00.215.00 Bigamy;9;9;0;0;9;9;0;0;0;0;0;1;4;1;2;1;0;0;0;8;1;0;0;9;8;0;0;1;0
Offences against the family;2016;2016_swisscrime.csv;311.00.217.00 Neglect of duty to support the family;501;504;0;34;475;464;0;0;0;1;6;24;59;87;176;83;26;2;0;452;12;0;0;260;210;2;0;48;0
Offences against the family;2016;2016_swisscrime.csv;311.00.219.00 Neglect of duties of care, supervision or education;301;350;0;48;330;338;0;0;0;1;8;23;49;77;128;45;7;0;0;178;160;0;0;187;146;14;0;27;0
Offences against the family;2016;2016_swisscrime.csv;311.00.220.00 Abduction of minors;108;110;6;3;103;106;0;0;0;1;6;14;22;27;25;9;2;0;0;45;61;0;0;64;44;1;0;19;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.221.00 Arson;916;983;82;9;323;373;1;72;79;29;41;36;33;19;27;29;4;3;0;316;57;0;0;129;95;11;1;22;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.222.00 Negligent arson;998;1022;0;1;733;803;2;45;28;16;50;66;73;64;165;144;79;71;0;561;242;0;0;267;224;6;0;37;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.223.00 Causing explosion;30;30;2;1;15;19;0;2;2;1;1;2;2;2;3;1;1;2;0;17;2;0;0;7;7;0;0;0;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.224.00 Misuse of explosives and toxic gases with criminal intent;211;218;1;1;28;37;0;9;9;9;6;0;1;0;2;0;0;1;0;35;2;0;0;10;8;0;0;2;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.225.00 Misuse without criminal intent or through negligence;139;140;0;0;79;84;0;11;17;11;25;12;4;1;1;0;2;0;0;80;4;0;0;14;11;0;0;3;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.226.00 Manufacture, concealment and transport of explosives and toxic gases;12;12;0;1;11;17;0;0;3;1;3;1;1;5;2;0;1;0;0;17;0;0;0;10;4;0;0;6;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.227.00 Causing a flood, collapse or landslide;3;3;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.228.00 Criminal damage to electrical installations, and hydraulic or protective structures;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.229.00 Violation of construction regulations;73;80;0;0;68;106;0;0;1;0;2;9;7;17;31;24;11;4;0;106;0;0;0;39;23;0;0;16;0
Offences constituting a public danger;2016;2016_swisscrime.csv;311.00.230.00 Removal or non-installation of safety devices;9;9;0;0;8;12;0;0;0;0;0;2;2;1;4;2;1;0;0;12;0;0;0;2;X;X;X;X;X
Offences against public health;2016;2016_swisscrime.csv;311.00.230.A0 Causing danger by means of genetically modified or pathogenic organisms;1;1;0;0;1;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
